"pixelvalue","pixelcount"
0.00417231302708387,36
0.00425587641075253,24
0.00433261133730412,156
0.00442854687571526,64
0.00461893761530519,433
0.00470321485772729,1008
0.00480059068650007,66
0.00491865305230021,23
0.00498824892565608,1881
0.00506752030923963,922
0.00514647644013166,30
0.00522193219512701,383
0.00529202353209257,419
0.00531400972977281,2070
0.00535248639062047,147
0.00542523758485913,204
0.00550214666873217,505
0.00555397337302566,86
0.00602504191920161,651
0.00642042048275471,274
0.00691452575847507,679
0.00692041544243693,289
0.00719922455027699,172
0.00739962048828602,17
0.00797809567302465,95
0.00813930761069059,479
0.00821121782064438,66
0.00854700896888971,234
0.00864884443581104,121
0.0087914215400815,29
0.00928903184831142,47
0.00985207036137581,1000
0.00986155867576599,22
0.0100957807153463,805
0.0104033295065165,97
0.0104895103722811,286
0.0113088646903634,35
0.0117558594793081,22
0.0121143097057939,335
0.014044564217329,270
0.0142648136243224,37
0.0143493721261621,159
0.0149365784600377,34
0.0155642023310065,257
0.0156019199639559,66
0.0161668360233307,122
0.0174756236374378,688
0.0181411746889353,36
0.0185546055436134,142
0.0186284352093935,52
0.0193151012063026,183
0.0202020201832056,99
0.0203924737870693,14
0.0210843365639448,332
0.0215437561273575,56
0.0222222227603197,45
0.0232558138668537,43
0.0246814154088497,102
0.0258064512163401,310
0.025925925001502,270
0.0263157896697521,76
0.0264032501727343,33
0.0271292105317116,10
0.02713967487216,237
0.0280394982546568,44
0.0281603448092937,35
0.0282297674566507,70
0.030303031206131,66
0.0309627316892147,112
0.0321139730513096,72
0.0371184982359409,24
0.0371522344648838,52
0.0373644828796387,20
0.0381855927407742,23
0.0386078879237175,51
0.0399037152528763,24
0.0416666679084301,24
0.042486485093832,82
0.0439480058848858,61
0.0447415038943291,44
0.0454545468091965,4
0.0480965748429298,205
0.0497823841869831,16
0.0499059334397316,35
0.0526315793395042,76
0.0533785745501518,25
0.0544303953647614,83
0.0554111115634441,18
0.0554925017058849,61
0.0564516112208366,124
0.0571428574621677,35
0.0579710155725479,69
0.0588235296308994,51
0.0599226169288158,16
0.061224490404129,49
0.0615461692214012,6
0.0629115700721741,25
0.0629555135965347,92
0.0644446834921837,36
0.0653492882847786,30
0.0664834082126617,43
0.0712912306189537,55
0.0740740746259689,27
0.0750551223754883,2
0.0754798352718353,188
0.0767827332019806,34
0.0789757072925568,12
0.0822050124406815,29
0.0829170718789101,82
0.0833333358168602,36
0.0839077308773994,27
0.0844810381531715,38
0.0868112072348595,37
0.0869921669363976,11
0.0886372923851013,7
0.0886404439806938,22
0.0909090936183929,11
0.0912581086158752,49
0.0920000374317169,17
0.0923379808664322,93
0.0931340083479881,21
0.093189112842083,15
0.0940288081765175,38
0.0947301909327507,41
0.0952020362019539,30
0.0989724695682526,34
0.1023835465312,22
0.103031516075134,29
0.104290179908276,19
0.105263158679008,57
0.105455979704857,37
0.107704997062683,40
0.109090909361839,55
0.109580792486668,11
0.111111111938953,36
0.113650865852833,35
0.114670790731907,82
0.118204608559608,75
0.120160095393658,363
0.12324670702219,67
0.12344441562891,12
0.125588655471802,87
0.126256361603737,11
0.127657726407051,59
0.130806550383568,6
0.132455959916115,51
0.13247162103653,36
0.133920893073082,30
0.141042247414589,33
0.141605898737907,156
0.142857149243355,56
0.143726974725723,267
0.144402131438255,10
0.144970923662186,17
0.146400898694992,15
0.148139134049416,66
0.150531426072121,48
0.150627106428146,10
0.1514772772789,73
0.152014017105103,99
0.152346909046173,30
0.153292074799538,31
0.154468014836311,12
0.154895022511482,17
0.155911415815353,41
0.155991941690445,52
0.156482726335526,4
0.157905220985413,107
0.159858182072639,27
0.160068735480309,123
0.162081345915794,29
0.162612497806549,5
0.16471067070961,18
0.165516093373299,12
0.16666667163372,6
0.168835654854774,1
0.17079184949398,32
0.173062071204185,9
0.173399344086647,27
0.175852462649345,4
0.175942420959473,62
0.178043559193611,82
0.18186791241169,15
0.190525054931641,6
0.192071169614792,11
0.194432526826859,39
0.200000002980232,25
0.200148493051529,7
0.202781274914742,45
0.20658016204834,8
0.207092732191086,43
0.207297176122665,32
0.209223538637161,18
0.210147067904472,12
0.211540639400482,7
0.214092522859573,109
0.214403942227364,20
0.214412942528725,26
0.216111242771149,153
0.216332286596298,9
0.219730347394943,9
0.21986597776413,9
0.22211217880249,79
0.222222223877907,27
0.226366594433784,73
0.230700433254242,30
0.230769231915474,13
0.237084805965424,10
0.237288132309914,118
0.237966284155846,15
0.242506965994835,54
0.243225052952766,29
0.245439946651459,14
0.247721239924431,4
0.25,12
0.253029465675354,22
0.256532907485962,9
0.260124355554581,38
0.260869562625885,23
0.261811703443527,40
0.262183904647827,14
0.264314621686935,33
0.266380608081818,7
0.266613215208054,3
0.267849892377853,41
0.269145667552948,1
0.273924440145493,11
0.27511066198349,56
0.276765614748001,5
0.277335971593857,18
0.27793937921524,138
0.27848356962204,10
0.28163605928421,12
0.282036632299423,67
0.282936662435532,29
0.282974451780319,7
0.28571429848671,7
0.288950681686401,22
0.289285928010941,22
0.291756868362427,6
0.294491708278656,60
0.296779006719589,12
0.301647245883942,27
0.304469048976898,3
0.306195110082626,6
0.310567408800125,47
0.312698870897293,21
0.314683198928833,48
0.322818994522095,20
0.32360303401947,33
0.323967903852463,2
0.324062645435333,5
0.329490274190903,38
0.329629898071289,51
0.333924800157547,1
0.334823817014694,14
0.33645024895668,8
0.337887197732925,32
0.3434998691082,29
0.344903290271759,8
0.35293036699295,23
0.352941185235977,34
0.360754638910294,29
0.367886811494827,7
0.376473516225815,27
0.377859324216843,78
0.384378761053085,23
0.385582834482193,6
0.387091755867004,5
0.400000005960464,5
0.406041353940964,7
0.416152805089951,22
0.423399776220322,35
0.424461662769318,7
0.424707472324371,2
0.431073755025864,32
0.438961356878281,49
0.442144989967346,11
0.442728102207184,8
0.4553402364254,16
0.456096053123474,16
0.458050549030304,4
0.470588237047195,17
0.474832355976105,7
0.476841568946838,4
0.479565352201462,3
0.480373740196228,7
0.492300093173981,2
0.493759870529175,62
0.500100255012512,61
0.508677363395691,2
0.510242819786072,17
0.512907564640045,6
0.513805866241455,1
0.52091258764267,10
0.522253632545471,43
0.530148684978485,154
0.535570681095123,25
0.538587808609009,7
0.543305397033691,7
0.553570330142975,4
0.553619027137756,12
0.567123472690582,3
0.573124289512634,12
0.573614001274109,5
0.57607513666153,12
0.583333313465118,12
0.589430153369904,11
0.595751941204071,11
0.600077033042908,11
0.604191899299622,6
0.606580317020416,3
0.608130276203156,8
0.620247900485992,4
0.638242661952972,19
0.641731917858124,16
0.644273638725281,3
0.648108720779419,45
0.656745910644531,2
0.666745185852051,60
0.691388428211212,49
0.722222208976746,18
0.727619469165802,18
0.728667438030243,6
0.728672504425049,27
0.753184199333191,8
0.761344969272614,4
0.767201244831085,5
0.768353760242462,5
0.788895010948181,11
0.791587293148041,1
0.796613574028015,2
0.839338541030884,18
0.847579717636108,28
0.849242746829987,36
0.851135611534119,15
0.857757151126862,5
0.866680264472961,51
0.882961392402649,18
0.898504614830017,3
0.920412600040436,5
0.921697854995728,2
0.923091173171997,4
0.925274848937988,21
0.934929668903351,21
0.942581057548523,14
0.958761870861053,2
0.962369740009308,2
0.974924743175507,15
0.977313339710236,16
0.989680469036102,2
0.990319192409515,4
0.997592866420746,28
1.00391638278961,7
1.0141589641571,5
1.0281023979187,17
1.04365479946136,3
1.06578385829926,27
1.09839165210724,31
1.11534810066223,7
1.11977541446686,5
1.15789473056793,38
1.16003715991974,4
1.21428573131561,28
1.22134602069855,8
1.22729730606079,3
1.2347115278244,4
1.24138998985291,76
1.2483537197113,9
1.25137567520142,11
1.28808224201202,8
1.30792832374573,26
1.33525860309601,5
1.3551367521286,10
1.36530387401581,3
1.37916946411133,25
1.39120328426361,2
1.41588795185089,24
1.43937849998474,8
1.46942985057831,10
1.49747109413147,14
1.49767255783081,3
1.5,12
1.50528216362,12
1.51289308071136,5
1.54634547233582,18
1.54997968673706,4
1.56743478775024,5
1.59995818138123,28
1.63261961936951,3
1.66205632686615,2
1.69885873794556,1
1.73333334922791,15
1.80422568321228,14
1.84158051013947,2
1.88687098026276,1
1.91356897354126,16
1.94117641448975,17
1.94397878646851,12
1.97426760196686,6
2.03010153770447,26
2.05329608917236,4
2.08120465278625,11
2.11070799827576,2
2.13058948516846,4
2.31129884719849,21
2.46297216415405,7
2.65251851081848,2
2.76173329353333,1
3.06052017211914,4
3.12236356735229,9
3.14994955062866,3
3.31782984733582,3
3.37252449989319,2
3.56341552734375,1
3.78304576873779,1
3.87289667129517,1
3.99087715148926,1
4.64723539352417,3
5.47220182418823,1
5.98513650894165,2
8.26451683044434,3
10.1286926269531,1
